ResponseID,Topic,Transcription
497,"Supporting Safe And Responsible Ai
Tech Council Of Australia Submission","Artificial Intelligence Ai Is One Of The Most Transformative Technologies Of Our Time With
The Potential To Offer Our Nation Significant Economic Social Environmental And Strategic
Advantages Ai Is Already Driving Major Advancements In Areas Such As Healthcare Industry
And Public Safety And The Future Holds Even Greater Potential Generative Ai Alone Could
Add Between 45 Billion 115 Billion A Year To The Australian Economy By 2030
In A Period Of High Inflation And Low Productivity Growth An Uplift From Productivity
Enhancing Technologies Such As Ai Is Vital To Preserve Australia’S Standard Of Living And
Ensure That We Maintain A Competitive Edge In The Global Landscape Australia Must Not Risk
Being Left Behind On Ai
As Part Of Australia’S Drive To Grasp The Significant Opportunities Of Ai The Tech Council
Fully Supports The Government’S Goal To Ensure Ai Development And Deployment Is Safe And
Responsible And We Support The Need For Regulatory Safeguards While Many Common
Applications Of Ai Are Lowrisk There Are Risks And Harms That Can Emerge That Need To Be
Managed
In Considering How To Manage These Risks We Need To Understand That Ai Is The 21St
Century Equivalent Of Manufacturing In The 20Th Century In That It Will Unleash A Widespread
Wave Of Productivity And Economic Enhancements It Will Also Involve A Diverse Set Of
Practices And Technologies That Will Make A Broad Array Of Products That Are Used In A
Broad Array Of Contexts Across Almost Every Business And Consumer Environment
As With Manufactured Products It Is Important To Recognise That Ai Products Will Vary
Considerably Across Different Use Cases A Clear Riskbased And Proportionate Regulatory
And Governance Approach Will Help Us To Capture The Potential While Effectively Managing
The Different Types Of Risksaustralia’S Approach To Ai Governance And Regulation Needs To Recognise That We Already
Have A Sound Legal Framework And Regulatory Model That Covers The Development And Use
Of Products This Includes Technologyneutral Laws Such As Privacy Competition And
Consumer Protection Antidiscrimination And Regulators That Monitor Compliance With
Them As Well As Specialised Laws And Regulators In Charge Of Particular Industries Or
Higherrisk Areas Such As Food Safety Or Therapeutic And Medical Goods It Also Includes
An Australian And Global Model For Developing Standards That Cover Technology Neutral And
Product Technology Specific Products Processes And Behaviours
There Are No Exemptions In These Laws For Ai Development Or Deployment And Regulators
Are Already Starting To Issue Guidance For How They Apply To Ai Development And
Deployment Approaches Such As Standards Development And Assurance Can Also Be
Applied To The Safe And Responsible Development Of Ai Products As They Are Today In Areas
As Important And Diverse As Vehicles Machinery And Equipment Children’S Toys And
Medical Products
It Is A Strength Of Australia That We Start With Such A Stable Proven Regulatory Framework
And Trusted Wellknown And Expert Regulators"
496,Re Safe And Responsible Ai,"As We Have Consistently Asserted In The Past In Response To Other Consultations Efa
Considers That The Most Important Aspect Of Responsible Or Ethical Ai Regulation Is The
Introduction Of A Federally Enforceable Human Rights Framework 
1
Efa Suggests That There Is Likely No Need For Technologyspecific Legislation Rather
There Already Exists A Wealth Of Principlesbased Regulation Of Behaviour And Harm
That Needs To Be Properly Enforced In Addition To Existing Legislation Much Of The
Proposed Legislation In The Privacy Act Review Would Provide A Strong Foundation To
Protect The Rights Of Individuals"
495,Minervai 40Policy Submission,"Minervai 40 Is A Youthled Volunteerbased Group Advocating For The Ethical And
Responsible Development And Use Of Technology Moving Into The “Fourth Industrial
Revolution” Or “Industry 40” We Are Made Up Of Volunteers Aged 18 To 28 And Are
Passionate About Ensuring That Technologies Inherited By Today’S Young People Embody
Principles Of Inclusion Care And Intersectionality
Our Submission Provides A Non Technical Perspective To The Regulation Of Articial
Intelligence Ai In Australia We Note That Our Submission Focuses On Social And Ethical
Implications Of Ai Rather Than Its Technical Creation And Application We Believe Ai Will Be A
Fundamental Technology To Our Generation And We Want To Ensure Its Development And
Deployment Is Responsible And Ultimately Benets Society"
494,"Submission In Response To The Discussion Paper On
Safe And Responsible Ai In Australia","Artificial Intelligence Ai Also Holds Vast Implications That Are As Of Yet Not Fully Understood By
Those Who Use It And Are Directly And Indirectly Impacted By Ai As Multijurisdictional
Government Organisations Contemplate Policies And Legislation To Guide And Govern The
Availability And Use Of Ai There Are Numerous Complex And Nuanced Issues Related To The
Responsible Use Of Ai Within Australian Industry Education Media And Communication Among
Other Sectors Environmental Social And Governance Esg Considerations Stakeholder
Expectations Privacy Issues The Future Of Australia’S Workforce Security And Defence Each
Require Fitforpurpose Governance Frameworks This Guidance And Focused Regulation Will
Enable The Public Service And Civil Society To Realise The Opportunities And Protect Against
Unintended Harms Presented By Ai
It Is Uncontroversial That Ai Is One Of The Most Critical Technologies Of Our Time Ai Holds
Enormous Promise While Having Farreaching Implications For Our Society Economy Security And
Defence Ai Will Continue To Shape Our Daytoday Communication Commerce Government
Service Delivery Foreign Policy And Security Of The Nation
At The Same Time Current And Emerging Ai Superintelligent Ai Is An Issue That Is
Unprecedented Due To The Speed And Scale Of Digital Information Sharing Centralisation Of Digital
Platforms Massive Investments By The Us And China And Ultimately The Potential Harms To
Society Economies And Defence No One Understands How Modern Ai Systems Work Period
They Are Massive Inscrutable Matrices Of Floating Point Numbers That Software Engineers ‘Nudge
In The Direction Of Better Performance Until They Inexplicably Start Working’ As Intended
According To Us Ai Researcher And Author Eliezer Yudkowsky
Yet Until Recently Australia Had Not Seen The Speed Scale And Ease Of Use Of Generative Ai That
Is Now Widely Available The Ubiquity Of These Tools Has Clear And Present Dangers That
Must Not Be Merely Detailed In Government Reports But Urgently Reviewed Considered
And Acted On Within The Next 1224 Months The Practice Of Twoyear Consultations And
Reporting Cycles Will Not Be Sufficient For The Gravity Of The Issues Facing Australia And Our Pacific
Neighbours Australia Is Highly Reliant On Digital Platforms And Cloudbased And Dedicated Data
Centres Run By Usbased Companies The Urgency With Which The Australian Government Its
Allies And Partners Must Address Safe And Responsible Ai Is Unprecedented
Leading Agencies Within The Commonwealth Government Including The Department Of Industry
Science And Resources Cannot Afford To Operate In Businessasusual Bau Mode Due To The
Unprecedented Speed And Ubiquitous Integration Of Ai Technologies Into Everyday Information
Technologies Used By Government And Civil Society Urgent Engagement Between
Multijurisdictional Government Agencies Civil Society And Industry Stakeholders Is Required
Failure To Engage Substantively Threatens The Nation’S Economic Growth Highquality Jobs
Effective Public Health Delivery Australia’S Energy Transition And Resilient Defence And National
Security Capabilities"
493,"Submission By Commercial Radio Audio In
Response To Safe And Responsible Ai In Australia
Discussion Paper","Commercial Radio Audio Cra Appreciates The Opportunity Provided By The
Department Of Industry Science And Resources Department To Comment On The Safe
And Responsible Ai In Australia Discussion Paper Discussion Paper Cra Broadly Supports A Legislative Solution The Use Of Artificial Intelligence Ai
Including Generative Ai Provides Exciting Opportunities For Australia As The Discussion
Paper Rightly Notes While Ai Has Benefits It Also Brings Significant Risks If Australia
Wishes To Be A Leader In This Sector It Must Implement A Regulatory Framework That Is
Sufficiently Robust To Both Promote Responsible Innovation And Provide Safeguards
Against A Broad Range Of Individual And Economic Harms
• Although It Is Appropriate That The Government Is Looking At A Governance Model For The
Use Of Ai The Regulation Of Ai Should Be Considered More Holistically The Existing Laws
That Apply To Ai Do Not Address All Areas Of Concern And Further Regulation Of Ai Is
Required Particularly In Relation To Copyright Which Cra Notes Is Not The Subject Of The
Discussion Paper
• The Use Of Generative Ai May Be Problematic For The Commercial Radio And Audio Sector
Harms May Arise From The Use Of The Content Of Cra Members In The Creation Of
Generative Ai Systems And Also From The Potential For Generative Ai Systems To Act As A
Gatekeeper Between Australian Media Companies And Audiences Cra Supports The
Accc Being Tasked To Undertake An Inquiry To Investigate These Concerns And The
Regulatory Intervention Required To Address Them"
492,Comment On Disr Paper On Safe And Responsible A,"Openai Appreciates The Opportunity To Provide Comments On The “Safe
And Responsible Ai In Australia” Discussion Paper Shared By The
Department Of Industry Science And Resources Disr
As The Disr Recognizes In Its Report Ai Presents Significant Economic And
Social Opportunities For Australia Including Through Applications In
Healthcare Engineering And Legal Services Despite These Potential
Benefits Ai Also Brings Considerable Challenges Including Risks Of
Misuse Inaccuracies And Potentially Dangerous Capabilities
We Welcome Australia’S Framing Of This Discussion In Terms Of Ai Safety
Accountability Harmonization And Risk Mitigation We Agree That “A
Coordinated And Coherent Response From The Government To Emerging
Issues” One Based On Transparency Evaluation And Accountability Would
Best Serve The Dual Goals Of Innovation And Safety We Believe
Coordination Is Critical Not Only Amongst Domestic Stakeholders But Also
Internationally Especially Where Highly Capable Foundation Models Are
Concerned
Ai Regulation Takes Time And The Need For Guidance And Accountability Is
Urgent In Order To Help Bridge The Gap Until New Laws And Policies Are
Implemented We Have Joined Other Leading Labs In Making Voluntary
Commitments On Safety Security And Trust We Are Also Coordinating With
Other Key Stakeholders To Form A New Industry Body The Frontier Model
Forum To Promote The Safe And Responsible Development Of Frontier Ai
Systems"
491,"Safe And Responsible
Ai In Australia
Amazon Submission","Amazon Is Pleased To Comment On The Safe And Responsible Ai In Australia Discussion Paper
Artificial Intelligence Ai And Machine Learning Ml Are Potentially The Most Transformational
Technologies Of Our Time And At Amazon We Believe It Is Still Early Days For The Technology Recent
Advances In Generative Ai Have Provided The World With A Glimpse Of The New Opportunities Ai Will
Create But The Full Potential Of The Technology Has Yet To Be Unlocked
Amazon’S Perspectives On Ai Are Informed By Our Dual Role As A Developer Of Ai Technology And A
Deployer Of Ai Tools And Services Our Focus On Ai And Ml Spans Over 25 Years Amazon Web
Services Aws Offers The Broadest And Deepest Set Of Ai And Ml Services For Cloud Customers
Empowering Developers To Build Train And Deploy Their Own Ml Models Or Easily Incorporate Pretrained Ai Functionality Likewise Ml Drives Many Of The Capabilities Customers Use When They
Interact With Amazon For Example Our Ecommerce Recommendations Engine Is Driven By Ml
The Paths That Optimize Robotic Picking Routes In Our Fulfillment Centers Are Driven By Ml And Our
Supply Chain Forecasting And Capacity Planning Are Informed By Ml Billions Of Times Each Week
Alexa Powered By More Than 30 Different Ml Systems Helps Customers Manage Smart Homes
Shop Get Information And Entertainment And More
At Amazon We Believe The Design Development And Deployment Of Ai Must Respect The Rule Of
Law Human Rights And Values Of Equity Privacy And Fairness We Are Committed To Developing
Fair And Accurate Ai Services And Providing Customers With The Tools And Guidance Needed To Build
Applications Responsibly We Recognise That Safe And Responsible Ai Is The Shared Responsibility Of
All Organisations That Develop And Deploy Ai Systems We’Re Not Developing Technology For
Technology’S Sake — Every Move We Make In This Vein Is To Improve The Experience For Our
Customers And Our Partners With The Conviction That Success And Scale Bring Broad Responsibility As Ai Is Increasingly Used To Automate Decisions That Have Significant Impacts On People’S Lives
Health And Safety We Recognise That Government Has An Important Role To Play In Promoting
Innovation And Safeguarding The Public To That End We Support Efforts To Put In Place Effective
Riskbased Regulatory Frameworks And Guardrails For Ai And Ml That Protect Human Rights While
Also Allowing For Continued Innovation And Practical Application Of The Technology
As The Discussion Paper Acknowledges Ai Is Already Delivering Significant Benefits Across The
Australian Economy And Society More Broadly It Is One Of The Most Transformational Technologies
Of Our Time And Provides Huge Opportunities To Be A Force For Good And Drive Economic Growth Ai
Allows Us To Make Sense Of Our World As Never Before—And Build Products And Services To Address
Some Of Our Most Challenging Problems Like Climate Change And Responding To Humanitarian
Disasters Ai Is Also Helping Industries Innovate And Overcome More Commonplace Challenges In
Australia Transport For Nsw Is Using Predictive Modelling Of Patronage Numbers Across The Entire
Transport Network Enabling The Agency To Better Plan Workforce And Asset Utilisation And Improve
Customer Satisfaction Local Healthcare Organisations Including Csiro Melbourne Genomics
Health Alliance And Healthdirect Are Benefitting From Ai And Ml To Accelerate Research For
Therapeutic Development And Making Informed Decisions That Lead To Better Patient Outcomes But Unlocking Ai’S Full Potential Will Require Building Greater Confidence Among Consumers And
Businesses That Means Earning And Maintaining Public Trust In Ai Systems
Understanding The Important Need For Public Trust Amazon Works Closely With Policymakers
Around The World As They Assess Whether Existing Regulations Remain Fitforpurpose In An Ai Era
An Important Baseline For Any Regulation Must Be To Differentiate Between Highrisk Ai Applications
And Those That Pose Lowtono Risk The Great Majority Of Ai Applications Fall In The Latter Category
And Their Widespread Adoption Provides Opportunities For Immense Productivity Gains And
Ultimately Improvements In Human Wellbeing To Earn Public Confidence In The Beneficial Impacts
Of Ai Businesses Must Demonstrate They Can Confidently Mitigate The Potential Risks Of Highrisk
Ai The Public Should Be Confident That These Sorts Of Highrisk Systems Are Safe Fair Appropriately
Transparent Privacy Protective And Subject To Appropriate Oversight"
490,"Nava Welcomes The Opportunity To Respond To The Safe And Responsible Ai In Australia
Discussion Paper","The National Association For Visual Arts Nava Acknowledges The Gadigal Wangal Dharug
Dharawal Ngunnawal Ngambri Dja Dja Wurrung Kabi Kabi And Jinibara Peoples As The Traditional
Custodians And Knowledgeholders Of The Lands On Which We Live Learn And Work
The Nava Community Is Based Across Hundreds Of Sovereign Nations And Unceded Lands Throughout
The Continent That Has Become Colonially Known As Australia Nava Pays Our Deepest Respects To All
Custodians Of Country To Whom These Lands Belong
We Acknowledge Aboriginal And Torres Strait Islander Peoples As The First Artists And Storytellers On
This Continent And Pay Respect To First Nations Communities Ancestors And Elders
Sovereignty Was Never Ceded Always Was Always Will Be Aboriginal Landnava Has Participated In Recent Roundtables With The Attorneygenerals Department And Key
Industry Stakeholders To Discuss Several Proposed Changes To Copyright And Artificial Intelligence
Ai Regulation Nava Also Joined 20 Cosignatories From The Creative Industries On Recent Letters To
The Hon Tony Burke Mp Minister For The Arts Hon Michelle Rowland Mp Minister For
Communications And Hon Ed Husic Mp Minister For Industry And Science On Behalf Of Australian
Creators Artists Creative Industries And Rights Holders’ Raising Concerns With Generative Artificial
Intelligence Platforms Products And Services
Although Artificial Intelligence Ai Has Been Around For Decades Recent Developments Have Made
It More Accessible Than Ever Before Prompting Questions And Speculations About Its Use And
Impact On Artists’ Work Practices And Livelihoods Generative Ai Is Extremely Powerful Because It
Can Offer A World Of Creative And Supportive Potential However It Also Poses Significant
Challenges From Copyright Privacy And Data Protection To Its Environmental Footprint
A Range Of Artists Are Producing Brilliant Work By Interacting And Collaborating With One Or More Of
The Rapidly Increasing Generative Ai Platforms In Their Creative Practices There Are Also Many
Examples Of Ai Platforms Serving Increasingly Supportive Roles In Administration However Digital
Innovation Moves Faster Than The Law And Other Forms Of Regulation Leaving Space For Potential And
Ongoing Harm To The Work Incomes And Rights Of Independent Practitioners While Nava Embraces
Some Of Ai’S Potential And Realised Benefits The Primary Focus Of Current Advocacy Work Is To
Ensure The Risks Are Central Considerations In The Development Of Ai Tools And Platforms And The
Laws Regulation And Policy That Govern Themnava Understands The Scope Of The Discussion Paper Does Not Consider All Issues Associated With
Ai Such As Implications On The Labour Market And Skills And Intellectual Property These Issues Will
Be Present In This Submission As The Risks Faced By The Creative Industries Are Intrinsically Linked
With Work Copyright And Indigenous Cultural Intellectual Property Icip If A Regulator Is Unable To
Ensure Compliance In This Space Then The Individual Will Undertake The Burden And For An Artist
This Burden Will Be Beyond Their Capacity Financial Or Otherwise
Nava’S Submission Supports And Will Reference Public Comments And ‘Safe And Responsible Ai In
Australia’ Submissions From Other Leading Organisations Within The Creative Industries Arts Law
Centre Of Australia Arts Law Australian Society For Authors Asa And A New Approach Ana
As Well As Additional Input From The Australian Research Council Linkage Project Lp210300009
’Empowering Australia’S Visual Arts Via Creative Blockchain Opportunities’ Led By Aprof Brian
Yecies At The University Of Wollongong"
489,"Response To Safe And Responsible Ai In
Australia Discussion Paper","The Interactive Games Entertainment Association Igea Welcomes The Opportunity To
Provide A Submission To The Department Of Industry Science And Resources On The Safe And
Responsible Ai In Australia Discussion Paper ‘Discussion Paper’ The Discussion Paper Seeks
Advice On Mitigating Possible Risks Of Implementing Artificial Intelligence Ai In Australia And
Gaps In The Current Domestic Regulatory Landscape As Such We Are Pleased To Provide A
Submission On The Regulation Of The Intersection Of Ai Technologies And The Video Games
Industry
Igea Is The Industry Association Representing And Advocating For The Video Games Industry In
Australia Including The Developers Publishers And Distributors Of Video Games As Well As The
Makers Of The Most Popular Gaming Platforms Consoles And Devices Igea Also Organises The
Annual Games Connect Asia Pacific Gcap Conference For Australian Game Developers And
The Australian Game Developer Awards Agdas That Celebrate The Best Australianmade
Games Each Year Igea Has Over A Hundred Members From Emerging Independent Studios To
Some Of The Largest Technology Companies In The World
Our Industry Prioritises The Importance Of Providing A Fun And Safe Gaming Experience For Our
Players Our Industry Implements Worldleading Parental Settings And Controls That Allow
Individuals And Parents To Prevent Restrict And Monitor Gameplay These Controls Are Effortless
To Set Up And There Is Extensive Guidance Available Online While The National Classification
Scheme Already Provides Age Guidance As Well As Consumer Advice Around Games With
Particular Content The Industry Has A Worldleading Approach To Ensuring Safe Online
Environments Including A Commitment To Online Safety Technology Safetycentric Game
Design Ongoing Monitoring And Evaluation And Comprehensive Terms Of Service And Codes
Of Conduct To Maximise Safe Online Play"
488,Telstra Submission Safe And Responsible Ai In Australia Discussion Paper,"Telstra Welcomes The Opportunity To Provide Feedback On The Department Of Industry Science And
Resources Discussion Paper On Safe And Responsible Ai In Australia
Telstra Is Committed To The Application Of Safe And Responsible Ai As Demonstrated Through Our
Engagement With The Australian Government On The Ai Ethics Framework And Our Work With The Gsma
On The Ai Ethics Playbook For The Mobile Industry We Have Implemented A Responsible Ai Policy Within
Telstra Based On The Ai Ethics Framework And We Continue To Develop Practical Tools That Give Our
Organisations Guardrails For The Safe And Responsible Design Development And Deployment Of Ai
Ai Has The Potential To Disrupt Nearly Every Industry Promising Both Competitive Advantage And
Creative Destruction If Not Managed The Telecommunications Sector Is Experiencing A Significant And
Dynamic Transformation With The Proliferation Of Smart Phones Connected Devices And The Internet Of
Things Iot The Volume Of Data Being Generated And The Opportunities And Challenges That Come With
Using It Are Front Of Mind For The Sector Particularly Given The Highprofile Breaches In Recent Years In
Light Of This Telstra Fully Supports The Development By The Government Of A Framework That Both
Encourages And Embraces Innovation Within An Agreed Set Of Boundaries That Engenders Community
Trust In The Use Of Ai For All Organisations To This End We Look Forward To Working Closely With The
Government And Progressing Safe And Responsible Ai In Australia"
487,"Department Of Industry Science And
Resources Disr Supporting
Responsible Ai","Australian Red Cross Has Been A Critical Part Of Australian Life Since 1914 And Is Established By Royal
Charter Of 1941 As An Auxiliary To Australia’S Public Authorities In The Humanitarian Field Including During
Emergencies And Armed Conflict Australian Red Cross Is One Of 192 National Red Cross And Red
Crescent Societies That Together With The International Committee Of The Red Cross Icrc And
International Federation Of Red Cross And Red Crescent Societies Ifrc Make Up The International Red
Cross And Red Crescent Movement The Movement
The Movement Is Guided At All Times And In All Places By Seven Fundamental Principles Humanity
Impartiality Neutrality Independence Voluntary Service Unity And Universality These Principles Sum Up
Our Ethics And Are At The Core Of Our Mission To Prevent And Alleviate Suffering
Here In Australia Our Core Areas Of Expertise Include Emergency Services Migration International
Humanitarian Law International Programs And Community Programs Australian Red Cross Bears Witness
To The Range Of Vulnerabilities Diverse People And Communities Experience By Working Alongside Those
Impacted Australian Red Cross Understands Their Unique Strengths And Perspectives
In 2018 Australian Red Cross Established Humanitech With Support From Founding Partner Telstra
Foundation To Build Stronger And More Resilient Communities By Using Technology To Increase Accessibility
Scale And Impact Of Humanitarian Services Leveraging Red Cross Expertise And Operational Reach
Humanitech Creates Opportunities For Technology Private Sector Government And Communities To Work
Together To Identify New Ways To Harness Technology That Benefits All Australians Including Those
Experiencing Vulnerabilityaustralian Red Cross Humanitech Brings This Community Centred Practice Into An Industry Research
Partnership With The Australian Research Council Centre Of Excellence For Automated Decisionmaking
And Society Adms Centre And Through Formal Forums Including As A Member Of The Uts Human
Technology Institute’ Expert Reference Groups On Facial Recognition Technology And Ai As A Cofounder
Of The Anu Cybernetics Practitioner Network And As A Contributor To The Australian Human Rights
Commission Human Rights And Technology Project"
